trackID,time,x,y
1.0,0.0,-0.8828406746509909,-0.3194607300122172
1.0,1.0,-0.10742858692256729,-0.5009989541951363
1.0,2.0,-0.12584769033066,-0.5752843338708067
1.0,3.0,-0.13569065552447554,-0.6083383240659637
1.0,4.0,-0.14391800534726673,-0.5857280444768612
1.0,5.0,-0.22389509834888494,-0.5202968708338654
1.0,6.0,-0.34090806642407556,-0.6044022689018543
1.0,7.0,-0.37464805386245875,-0.6346198428079907
1.0,8.0,-0.37232947678678413,-0.3376013177522312
1.0,9.0,-0.5040222437256332,-0.21681301010005605
1.0,10.0,-0.5395286800211982,-0.08572561942396226
1.0,11.0,-0.47592897795450984,0.015591928726109677
1.0,12.0,-0.3654767714278945,0.2847195519818211
1.0,13.0,-0.3505063685947537,0.2832955382959668
1.0,14.0,-0.31286456041706734,0.3052116874872694
1.0,15.0,-0.30040576768501587,0.3047844987681611
1.0,16.0,-0.11930436266893155,0.3574377984722698
1.0,17.0,0.0027551368026907247,0.3111228413767784
1.0,18.0,-0.27245376928802956,0.1979335284725311
1.0,19.0,-0.08660565525770894,0.18740243632461187
1.0,20.0,-0.21147589490678698,-0.027263848921859707
1.0,21.0,-0.274746263155467,-0.14567593784705152
1.0,22.0,-0.41618165904466486,-0.09987050885106262
1.0,23.0,-0.6541764672881852,-0.12343689095417515
1.0,24.0,-0.8558433986519284,-0.38153040959494344
1.0,25.0,-0.7459552656122764,-0.7522055815056171
1.0,26.0,-0.730560150497446,-0.6813685864915149
1.0,27.0,-0.8173615346185709,-0.5811325161477838
1.0,28.0,-0.9235307360294833,-0.8300744942029471
1.0,29.0,-0.9095640598954834,-0.7415399464336144
1.0,30.0,-0.9394177307996388,-0.7348544654281219
1.0,31.0,-1.0919424412483942,-0.7268321125132808
1.0,32.0,-1.1164949779305953,-0.6965657671303027
1.0,33.0,-1.1420328118146221,-0.5638694414497218
1.0,34.0,-1.0388483526395846,-0.41567795446367295
1.0,35.0,-0.7495195869327985,-0.5237058133304012
1.0,36.0,-0.6984043654048904,-0.5150003905362351
1.0,37.0,-0.2729347822564172,-0.4460692154416803
1.0,38.0,-0.30298267349871505,-0.3851894993636344
1.0,39.0,-0.3256358942872512,-0.02771828453781372
1.0,40.0,-0.21920737465072462,-0.04751898284536464
1.0,41.0,-0.21184184543325094,-0.04823976761537549
1.0,42.0,-0.060042843944262625,-0.06615824385185229
1.0,43.0,0.11897274881323242,-0.186437791550142
1.0,44.0,0.2656918689933938,-0.2834801646245033
1.0,45.0,0.40999116194813134,-0.23885940929648242
1.0,46.0,0.5612236414292067,-0.21374236950374628
1.0,47.0,0.7750139319208174,-0.1587060880536189
1.0,48.0,0.69782943489869,-0.12506504173412342
1.0,49.0,0.551320434602167,-0.17275426189047255
1.0,50.0,0.681932437809646,-0.05562942404982145
1.0,51.0,0.4852537735209247,-0.010279727416495604
1.0,52.0,0.3227963633077785,0.04154813544572258
1.0,53.0,0.25612740242062315,-0.21911230798821776
1.0,54.0,0.08625911955928331,-0.15306349495388522
1.0,55.0,-0.17367374313826936,0.08149188361682044
1.0,56.0,0.07691797298381245,-0.12103252417423949
1.0,57.0,0.1870760692136521,-0.21520237655192584
1.0,58.0,0.27162281690392065,-0.14466179241339297
1.0,59.0,0.47097064608957534,0.008166264441761023
1.0,60.0,0.46290006272752293,0.015164176102835866
1.0,61.0,0.4317703027227596,0.017432017947145943
1.0,62.0,0.4521123995370612,-0.006968495007084966
1.0,63.0,0.48694541290393467,-0.11648887747266047
1.0,64.0,0.5104090320939241,-0.3681807576389919
1.0,65.0,0.40526858253739617,-0.43897530286407227
1.0,66.0,0.44908692038097203,-0.4086095294833083
1.0,67.0,0.5211752352993009,-0.3731780784956004
1.0,68.0,0.41543024629253816,-0.6466105101690618
1.0,69.0,0.4228568595329102,-0.6508817316933402
1.0,70.0,0.4461042018119715,-0.6593095381511818
1.0,71.0,0.5614360650753736,-0.5692469408492826
1.0,72.0,0.8043366510953872,-0.5939959057782355
1.0,73.0,0.6672398690840521,-0.4779668911515785
1.0,74.0,0.524167150641966,-0.4237337145629594
1.0,75.0,0.2851163091578549,-0.19371809567439127
1.0,76.0,0.25940226131237354,-0.278045125937388
1.0,77.0,0.24570191606437922,-0.6019150526325152
1.0,78.0,0.13194988074080055,-0.3470085577543437
1.0,79.0,0.13206923607785434,-0.3399875521016174
1.0,80.0,0.10959606929960414,-0.2637622283081039
1.0,81.0,0.32101538784626893,0.02373522550058954
1.0,82.0,0.34302269013089465,0.11380563614331733
1.0,83.0,0.15413329613868376,0.09968040587562277
1.0,84.0,0.16844008583881687,0.15575038246135367
1.0,85.0,0.24029328419402035,0.35570308019646013
1.0,86.0,0.22391240954014013,0.24431883724041747
1.0,87.0,-0.092696408475542,0.14834654123053342
1.0,88.0,-0.13587535850263116,0.23085612331165115
1.0,89.0,-0.047222212161305455,0.2388061285188358
2.0,0.0,-3.019546952949035,4.923500140430395
2.0,1.0,-2.2954906826923627,4.591894123993966
2.0,2.0,-2.3482267749598926,4.536428048089256
2.0,3.0,-2.3393143425350598,4.503111103753063
2.0,4.0,-2.334063141238061,4.479630496581561
2.0,5.0,-2.4293351857689514,4.439620355114761
2.0,6.0,-2.5370718607457383,4.535320728922216
2.0,7.0,-2.5478723249753115,4.579307528050373
2.0,8.0,-2.308876180286037,4.402937964775929
2.0,9.0,-2.1837153444858406,4.5304823308266595
2.0,10.0,-2.0757589775301706,4.61288399249929
2.0,11.0,-1.9593195726310402,4.640307206257893
2.0,12.0,-1.8523605646498844,4.369772295132631
2.0,13.0,-1.8408024633694486,4.360151948426031
2.0,14.0,-1.8069231660561231,4.332776475246258
2.0,15.0,-1.8120033580204025,4.321392466455502
2.0,16.0,-1.6871104572935303,4.180070662700532
2.0,17.0,-1.5668395108619249,4.129291768399198
2.0,18.0,-1.61500258221351,3.8356387740242575
2.0,19.0,-1.4852148428785028,3.702201267644817
2.0,20.0,-1.5295420614626414,3.457846426350171
2.0,21.0,-1.6418332188071383,3.3842579878276386
2.0,22.0,-1.7893608239129069,3.4026349915985774
2.0,23.0,-1.550797100583462,3.4194947966832165
2.0,24.0,-1.3295283971383358,3.177995363048779
2.0,25.0,-1.6213027744515054,2.9243357533402965
2.0,26.0,-1.552030822334292,2.945696607300223
2.0,27.0,-1.4499532721765545,3.0303247576822976
2.0,28.0,-1.2845333690770915,2.8161279710004883
2.0,29.0,-1.1956219278014446,2.827450064501228
2.0,30.0,-1.1764820077702558,2.8035837538536206
2.0,31.0,-1.271940645941033,2.684353749901815
2.0,32.0,-1.2822004803163483,2.721951815263794
2.0,33.0,-1.1636825928506136,2.65703643835451
2.0,34.0,-0.9930152105973294,2.598041573618733
2.0,35.0,-0.8913628786504008,2.306411745983606
2.0,36.0,-0.913124104683104,2.2593479669234213
2.0,37.0,-0.5433182612725445,2.0379444636452293
2.0,38.0,-0.47915388432295025,2.0601288799892044
2.0,39.0,-0.4297239955338515,1.70536765897507
2.0,40.0,-0.5366610100856589,1.6885280519655315
2.0,41.0,-0.5422828529065326,1.6933411003379801
2.0,42.0,-0.5537402166908499,1.845763990544159
2.0,43.0,-0.5258786480615986,2.0596272296441502
2.0,44.0,-0.6171981694431218,1.909279408200028
2.0,45.0,-0.5145384903179664,1.7984900222679794
2.0,46.0,-0.5309959711372865,1.6460719135570212
2.0,47.0,-0.6486843283007634,1.459297367184913
2.0,48.0,-0.6073301470347446,1.3859557127868394
2.0,49.0,-0.5878329326831917,1.2331191742250907
2.0,50.0,-0.560544477207427,1.0598186744600393
2.0,51.0,-0.36777155491459046,1.0000048599870413
2.0,52.0,-0.22690015551547746,1.096097452486999
2.0,53.0,-0.4846388870188534,1.0189005393363932
2.0,54.0,-0.6360410322311337,0.9174359166808885
2.0,55.0,-0.2993684682049641,0.8213479186861519
2.0,56.0,-0.02335090091266906,0.655135264275686
2.0,57.0,0.046931298525524606,0.528394664214191
2.0,58.0,0.056811775278161475,0.4187292515502705
2.0,59.0,0.062126059217920956,0.1675963577482782
2.0,60.0,0.051862699256812826,0.16463518809275915
2.0,61.0,0.03536642617838157,0.13813843283656244
2.0,62.0,0.014597365719588154,0.11410029516138068
2.0,63.0,0.061624072642297405,0.00923589781114395
2.0,64.0,0.058268836884596435,-0.24352502947028146
2.0,65.0,0.0429150310875384,-0.11770514863215253
2.0,66.0,-0.0030925530559037795,-0.09077135711165267
2.0,67.0,0.06351938660478203,-0.045883024980689614
2.0,68.0,0.2951548364550102,0.1338176031862285
2.0,69.0,0.28954832351618104,0.14029563762564518
2.0,70.0,0.2921844904839442,0.16488257457290936
2.0,71.0,0.2300381572539141,0.03240411072827476
2.0,72.0,0.024173623323549692,-0.09887040935675323
2.0,73.0,-0.14349522996508463,-0.03448550809899753
2.0,74.0,-0.27846159290067674,0.037591680256534366
2.0,75.0,0.04653699360353941,0.10413796878725652
2.0,76.0,0.11111222808620402,0.16415712723757933
2.0,77.0,0.37750734280228065,-0.020540116198346448
2.0,78.0,0.4707664641900787,-0.2836362639263356
2.0,79.0,0.4667990228983166,-0.2778424589875654
2.0,80.0,0.488734781165716,-0.20146074833833177
2.0,81.0,0.8088134383753471,-0.0436552750489132
2.0,82.0,0.7329983548793491,-0.0970319866532387
2.0,83.0,0.6273699709373314,-0.2542622947959685
2.0,84.0,0.6158051970492376,-0.31096134691119803
2.0,85.0,0.7855335162288708,-0.4387747308499533
2.0,86.0,0.6840606699403416,-0.39000953732607396
2.0,87.0,0.8457308807476629,-0.6786521678992663
2.0,88.0,0.90503137135271,-0.7504554037221962
2.0,89.0,0.956537276190006,-0.8230482732473926
2.0,90.0,0.6631315272355245,-1.085090267091255
2.0,91.0,0.49646603359368274,-0.9500817908037005
2.0,92.0,0.3062774486809659,-0.7350749196820263
2.0,93.0,0.24980167849736543,-0.4490498032894345
2.0,94.0,0.2590350366670872,-0.6118767765743182
2.0,95.0,0.35797406814254407,-0.6992711587233991
2.0,96.0,0.43417374711144,-0.6400873291570232
2.0,97.0,0.5118252710025811,-0.5812779723499323
2.0,98.0,0.7527158067596436,-0.43664597716426656
2.0,99.0,0.7441134609946561,-0.3875582891400415
2.0,100.0,0.49054502992194776,-0.50865615229966
3.0,0.0,2.5765340377367076,-4.10623987183139
3.0,1.0,1.991340035811621,-4.646395416786491
3.0,2.0,1.968634723179411,-4.719484744202949
3.0,3.0,1.9518679541111692,-4.749623186210465
3.0,4.0,1.9460604905609313,-4.726273937928847
3.0,5.0,1.9307525359988884,-4.6240817639798815
3.0,6.0,1.966230827324986,-4.763749382011124
3.0,7.0,1.925797392008595,-4.743337967713474
3.0,8.0,1.847412072875216,-4.456839936707477
3.0,9.0,1.8577868717497301,-4.278443850209483
3.0,10.0,1.8244074304742555,-4.410088918149056
3.0,11.0,1.7253798383462917,-4.342979279024328
3.0,12.0,1.482707280016251,-4.1825442549198035
3.0,13.0,1.4730336567608544,-4.171030706853432
3.0,14.0,1.4303594199659084,-4.162305293841428
3.0,15.0,1.41874201138666,-4.1668263362483025
3.0,16.0,1.4038628079638076,-3.9788138415198087
3.0,17.0,1.2733493282209667,-3.981948848287776
3.0,18.0,0.98815172604521,-4.066884649105719
3.0,19.0,0.9481664709555148,-3.885083645902032
3.0,20.0,0.7814833031552803,-3.700988799848112
3.0,21.0,0.6642287859596052,-3.7663794757825313
3.0,22.0,0.5947072244497179,-3.897790514211834
3.0,23.0,0.44311826010862054,-4.08277075371404
3.0,24.0,0.7695925856507548,-4.109158825486145
3.0,25.0,0.6700823585742423,-3.735563858227312
3.0,26.0,0.6037644486958595,-3.7648354188517392
3.0,27.0,0.6557095849853012,-3.6428376610888695
3.0,28.0,0.9246325925608392,-3.673241998982917
3.0,29.0,1.0140934108444464,-3.6677468936172573
3.0,30.0,1.0437255449954939,-3.6753543865277196
3.0,31.0,1.1963858150368691,-3.6705598693819237
3.0,32.0,1.1818161679019787,-3.6344128902171673
3.0,33.0,1.1800551908110095,-3.499292962862613
3.0,34.0,1.3487037639887876,-3.434752989237882
3.0,35.0,1.041200072240151,-3.46343456028449
3.0,36.0,1.0028918013322081,-3.428491368702782
3.0,37.0,1.4245923965841425,-3.339359550317786
3.0,38.0,1.4001111139243199,-3.2760359181005616
3.0,39.0,1.1148350658018105,-3.0594339462518594
3.0,40.0,1.0491535148852207,-2.973381454627964
3.0,41.0,1.0561671245138258,-2.9757436212850132
3.0,42.0,1.1470680106120108,-2.8528573423509687
3.0,43.0,1.3594079074201808,-2.8151012796812704
3.0,44.0,1.53527510376813,-2.81129974748279
3.0,45.0,1.6853299057515718,-2.7940702914556725
3.0,46.0,1.6401024192562954,-2.6475895657499904
3.0,47.0,1.4446345814819206,-2.544985447995606
3.0,48.0,1.3751441317044995,-2.5925274711725903
3.0,49.0,1.2271382500205035,-2.5497091588056806
3.0,50.0,1.1186932025068754,-2.411805588544297
3.0,51.0,0.9329172386567346,-2.3328981539979794
3.0,52.0,0.895142875332804,-2.166610346334582
3.0,53.0,0.7670134086785751,-1.930027471020551
3.0,54.0,0.803984777663297,-1.751559554853807
3.0,55.0,0.55288280811843,-1.5075736544060958
3.0,56.0,0.8300188341365704,-1.3432326460636794
3.0,57.0,0.9453030280035344,-1.4310524724485119
3.0,58.0,0.9716134720761327,-1.5379724756673205
3.0,59.0,1.1252271180250173,-1.7367155755260222
3.0,60.0,1.1346906430429815,-1.741670045997668
3.0,61.0,1.1435583375728477,-1.7715961058504108
3.0,62.0,1.1608043095524354,-1.7982749811211431
3.0,63.0,1.1174877079254748,-1.9047255565968724
3.0,64.0,0.8854400741936694,-2.004991401462538
3.0,65.0,0.7600575459301364,-1.986400990686574
3.0,66.0,0.7197181967522015,-1.9515460938672418
3.0,67.0,0.7148160666163912,-1.8713707735561256
3.0,68.0,0.7986970119050446,-1.5904592493916931
3.0,69.0,0.7907534081719726,-1.587250343462338
3.0,70.0,0.7683666117207507,-1.5977526379441276
3.0,71.0,0.7044590396459256,-1.7293905213518803
3.0,72.0,0.6268151303838547,-1.4979069813140973
3.0,73.0,0.8045842424262828,-1.4722866246276034
3.0,74.0,0.9510907011630193,-1.4281629602996972
3.0,75.0,1.282802124325561,-1.4236884222862425
3.0,76.0,1.346940806706192,-1.4841738727024592
3.0,77.0,1.17003889989848,-1.755808083075926
3.0,78.0,1.1359658806303865,-2.032856591516755
3.0,79.0,1.1321164817929503,-2.038729486430036
3.0,80.0,1.0596939051452718,-2.006013838733862
3.0,81.0,0.7852316240934192,-1.7779275163008155
3.0,82.0,0.6925441751745951,-1.7803845551928328
3.0,83.0,0.5158954769312479,-1.8487509409521439
3.0,84.0,0.4596774483931166,-1.8624644296816428
3.0,85.0,0.4481407349232262,-2.074622077876877
3.0,86.0,0.41477585591832733,-1.9670973482454788
3.0,87.0,0.5246542719347331,-1.6550419702427566
3.0,88.0,0.6177551794345335,-1.657157125876791
3.0,89.0,0.7007726414048876,-1.6250528590729596
3.0,90.0,0.817781334789303,-2.0006349482754118
3.0,91.0,0.6040553446080947,-2.018686999721937
3.0,92.0,0.7288029155468232,-1.760157125228638
3.0,93.0,0.7024064128153087,-1.4698071562794892
3.0,94.0,0.5641167344396456,-1.3833557653886408
3.0,95.0,0.6959827328948683,-1.3771858033200208
3.0,96.0,0.6008245490746172,-1.3612472711060455
3.0,97.0,0.5304134660484127,-1.293937695280929
3.0,98.0,0.27685122840935383,-1.4149866766570005
3.0,99.0,0.32295806928239773,-1.396072113671516
3.0,100.0,0.5129152728453845,-1.1890023126066804
4.0,0.0,0.3139468186599004,-4.006840268190378
4.0,1.0,0.8669315443030942,-3.4337539519690234
4.0,2.0,0.9265446234808388,-3.3857553916274417
4.0,3.0,0.9226833685853942,-3.351483815324905
4.0,4.0,0.930037455388393,-3.3285746155244333
4.0,5.0,0.8461121287548476,-3.26829100714917
4.0,6.0,0.7783692688119274,-3.395478497134209
4.0,7.0,0.7332022889740678,-3.3988596888533307
4.0,8.0,0.5009916475711382,-3.584071994182093
4.0,9.0,0.331628873911223,-3.5270715465723868
4.0,10.0,0.321508790039492,-3.66250490625569
4.0,11.0,0.4357498810818166,-3.697989280049981
4.0,12.0,0.7259293239062465,-3.718611076479236
4.0,13.0,0.7408205789813187,-3.7165155340069522
4.0,14.0,0.7484672508552375,-3.6736348655476827
4.0,15.0,0.7590298804601728,-3.680255655709808
4.0,16.0,0.6915039323434388,-3.504158139544853
4.0,17.0,0.8076901680425261,-3.4446236512536426
4.0,18.0,1.0727859803683344,-3.3094349947964297
4.0,19.0,0.9041083985428302,-3.2307057195555426
4.0,20.0,0.6583536063612838,-3.194945785392535
4.0,21.0,0.5256264795801231,-3.2151465803860204
4.0,22.0,0.653297456576253,-3.138974208959798
4.0,23.0,0.8679957446981573,-3.033610324284717
4.0,24.0,1.1901376124479004,-2.9743951859099043
4.0,25.0,1.555658923613612,-3.1003700085438206
4.0,26.0,1.5849965278840086,-3.0340812884799933
4.0,27.0,1.5775204653141055,-2.901696022790237
4.0,28.0,1.5221691222635065,-2.636780495520235
4.0,29.0,1.4505915265432174,-2.5828353198151253
4.0,30.0,1.4301119510761078,-2.5601081486005772
4.0,31.0,1.446447678012231,-2.408248708758217
4.0,32.0,1.4182595466075696,-2.381335738496908
4.0,33.0,1.3225614085229498,-2.2859294379934716
4.0,34.0,1.1467338276614458,-2.3270683640705165
4.0,35.0,1.1193912881567523,-2.019442717398825
4.0,36.0,1.1307835193276055,-1.9688584577242765
4.0,37.0,0.9045347356357406,-1.601996956660996
4.0,38.0,0.8938700120309709,-1.534948621347684
4.0,39.0,1.186227848369167,-1.328004828561356
4.0,40.0,1.0790485240630123,-1.3432261914032728
4.0,41.0,1.072675964786809,-1.3469893070817247
4.0,42.0,0.994735710242734,-1.4784781863274459
4.0,43.0,0.7791353754752657,-1.4839779765941787
4.0,44.0,0.7853286881885757,-1.308178757949785
4.0,45.0,0.7498286333155874,-1.1613692083377278
4.0,46.0,0.8948634270527864,-1.1116999306748516
4.0,47.0,1.1136543486841743,-1.1411246345141906
4.0,48.0,1.0356514298317856,-1.1728218146496048
4.0,49.0,0.8817971663427352,-1.1645747246628781
4.0,50.0,0.8825383225831855,-0.9891404814020581
4.0,51.0,0.6816337495007647,-0.9697383040577385
4.0,52.0,0.5693136241168328,-1.098045462610039
4.0,53.0,0.43783787449353406,-1.3327852001449165
4.0,54.0,0.4408603368301735,-1.5150173157198832
4.0,55.0,0.1685243185302731,-1.294984563923365
4.0,56.0,0.29802069517764473,-0.9999540021584326
4.0,57.0,0.34909560861055483,-0.8643290764270664
4.0,58.0,0.4235463393745168,-0.7832043869403299
4.0,59.0,0.47535996900480676,-0.5374172437702888
4.0,60.0,0.4729567831755566,-0.5270090844089926
4.0,61.0,0.4718152541459533,-0.4958177077792327
4.0,62.0,0.44048569052686676,-0.5010754999650856
4.0,63.0,0.3866824422471323,-0.6026297390207349
4.0,64.0,0.23514619681230028,-0.8049564804235216
4.0,65.0,0.34607355632051645,-0.8662875710636668
4.0,66.0,0.39139889770613306,-0.8943542836011724
4.0,67.0,0.3357045965584425,-0.8364728730574681
4.0,68.0,0.2957457392178735,-0.5460411476710383
4.0,69.0,0.2881088654755261,-0.5421583552512748
4.0,70.0,0.26651150425136455,-0.5301158956651374
